EXECYEAR,DATE_START,VOLUMEDREDGED,RIVER,POOL,UP_RIV_MIL,DN_RIV_MIL,week_of_year,lead_7,lead_14,BEAI2,BRLI4,CMMI4,COPI2,DBQI4,FAII4,GGYM7,HAVI2,HNNM7,HNYI2,IL03,IL03_Tail,IL04,IL04_Tail,IL05,IL05_Tail,IL06,IL06_Tail,IL07,IL07_Tail,IL08,IL08_Tail,KHBI2,KNGI2,LSLI2,MI11,MI11_Tail,MI12,MI12_Tail,MI13,MI13_Tail,MI14,MI14_Tail,MI15,MI15_Tail,MI16,MI16_Tail,MI17,MI17_Tail,MI18,MI18_Tail,MI19,MI19_Tail,MI20,MI20_Tail,MI21,MI21_Tail,MI22,MI22_Tail,MORI2,MUSI4,PIAI2,UINI2,05552500,05527500,05585000,05446500,05583000,05570000,05555300
2009,2009-11-12T00:00:00Z,0,Mississippi_River,13,531.8,532.3,46,2009-11-11T23:59:53Z,2009-11-11T23:59:46Z,440.41,523.21,573.95,444.27,594.41,545.62,482.65,442.88,462.73,446.61,538.84,504.6,504.68,485.19,483.39,459.61,459,447.76,445.58,445.58,439.09,439.09,532.84,444.76,447.54,602.86,594.7,591.8,587.44,582.98,575.67,571.89,562.75,560.95,550.35,544.54,540.37,535.94,535.77,528.1,524.46,518.16,486.34,478.53,477.88,470.35,468.46,459.72,457.18,484.27,539.29,446.29,470.89,469.7000002,512.99,441.37,572.32,462.52,475.86,526.55
2004,2004-07-12T00:00:00Z,0,Mississippi_River,13,534,532.9,28,2004-07-11T23:59:53Z,2004-07-11T23:59:46Z,431.27,523.31,574.5,434.63,595.59,546.05,482.83,433.59,462.95,441.68,538.76,505.01,504.78,484.86,483.43,459.6,458.95,442.99,440.58,435.6,430.15,425.95,533.44,434.96,442.77,603.38,595.73,592.02,588.63,582.78,576.63,571.77,563.26,561,551.24,544.63,541.43,536.69,536.39,528.09,524.96,518.2,486.7,478.88,478.38,470.39,468.78,459.63,457.41,484.34,540.14,440.91,470.98,469.21,512.83,440.69,573.71,460.35,474.01,526.35
2012,2012-04-10T00:00:00Z,0,Mississippi_River,12,568.9,567.6,15,2012-04-09T23:59:53Z,2012-04-09T23:59:46Z,429.62,520.4,573.21,431.35,593.41,545.69,480.25,430.69,460.38,440.76,538.64,504.69,504.69,484.35,483.34,459.27,458.94,442.12,440.42,431.97,429.33,421.48,530.19,431.49,441.6,602.74,593.57,591.86,585.92,582.97,574.35,572.03,561.99,560.86,548.67,545.32,538.64,535.84,532.07,527.83,521.44,518.16,482.18,479.41,473.48,470.28,462.87,459.6,452.08,484.1,537.81,440.56,470.34,468.23,512.53,435.8,570.64,455.79,472.62,525.24
2001,2001-08-15T00:00:00Z,0,Mississippi_River,12,562.5,559.5,33,2001-08-14T23:59:53Z,2001-08-14T23:59:46Z,429.42,518.9,572.73,430.59,593.01,545.25,479.9,429.45,459.22,440.46,538.86,504.59,504.58,484.34,483.45,458.98,458.9,440.86,440.05,431.18,429.18,420.03,528.96,430.77,440.86,603.1,592.98,592.07,584.27,582.74,573.42,572.32,561.46,561.03,546.6,545.11,537.05,535.91,529.73,528.25,519.35,517.94,480.08,479.2,471.64,470.51,461,459.4,450.3,483.81,536.71,440.17,470.46,467.4099998,511.67,435.07,568.72,455.79,471.23,524.15
2014,2014-08-20T00:00:00Z,0,Mississippi_River,12,569,568.2,34,2014-08-19T23:59:53Z,2014-08-19T23:59:46Z,429.65,519.75,572.91,430.85,593.46,545.46,480.01,430.19,460.58,440.54,538.9,505.13,504.86,483.73,483.18,459.02,458.89,441.43,440.14,431.09,429.27,421.41,529.75,430.86,441.21,602.76,593.6,592.09,585.73,583.04,574.12,572.09,561.68,560.89,547.61,545.19,537.92,536.09,530.97,527.84,520.5,518.11,481.24,479.44,473.08,470.3,462.78,460.02,452.02,483.42,537.35,440.37,470.37,467.8699998,511.96,436.79,568.43,456.14,471.89,524.51
2011,2011-05-12T00:00:00Z,0,Mississippi_River,12,568,565.9,19,2011-05-11T23:59:53Z,2011-05-11T23:59:46Z,439.74,527.83,579.3,444.08,600.78,550.14,488.15,442.57,467.45,447.02,538.68,504.61,504.66,486.88,483.35,460.51,459.13,448.66,445.64,445.64,438.35,438.35,537.88,444.7,448.33,602.98,601.46,594.67,594.2,583.43,582.93,571.38,566.8,560.28,556.97,548.34,547.9,542.29,542.02,530.48,529.98,518.12,492.1,483.96,483.23,475.27,474.52,463.74,463.25,485.76,546.46,446.69,476.13,470.0900001,513.84,439.59,573.18,460.38,475.41,526.24
2012,2012-07-10T00:00:00Z,0,Mississippi_River,12,579.4,579.4,28,2012-07-09T23:59:53Z,2012-07-09T23:59:46Z,429.67,521.88,575.2,430.32,595.88,546.03,479.99,429.91,461.03,440.45,538.79,504.96,504.96,484.66,483.52,458.84,458.8,440.37,440.36,430.68,429.33,420.13,532.02,430.42,440.71,602.95,596.22,592.08,589.35,582.79,577.54,571.98,563.58,560.8,551.18,545.09,540.83,535.89,534.72,527.75,523.25,518.14,483.54,477.23,475.51,469.88,465.27,459.54,454.31,483.89,539.51,440.51,470.05,466.9299998,511.68,434.83,567.87,455.41,471.19,524.06
2015,2015-06-15T00:00:00Z,0,Mississippi_River,12,562.5,561.5,24,2015-06-14T23:59:53Z,2015-06-14T23:59:46Z,438.04,526.63,577.11,444.35,597.47,547.87,487.65,442.39,465.99,449.68,539.09,506.51,504.8,497.42,483.24,467.36,458.9,457.19,446.38,446.38,436.34,436.34,536.93,444.94,455.38,603.17,598.04,591.99,591.7,583.22,579.95,571.99,565.22,560.74,554.73,546.12,545.64,540.98,540.79,529.22,528.69,518.08,491.4,483.3,482.46,474.02,473.33,462.01,461.36,495.21,544.42,447.57,474.79,473.0300002,516.53,450.02,574.18,467.02,486.54,532.08
2006,2006-05-02T00:00:00Z,0,Mississippi_River,12,560.8,559,18,2006-05-01T23:59:53Z,2006-05-01T23:59:46Z,430.37,523.49,575.91,435.22,596.66,546.19,482.36,434.09,462.52,441.49,538.76,505.35,505.06,486.22,483.39,460.08,458.97,444.46,440.25,436.04,428.4,428.4,533.73,435.66,444.46,602.91,596.88,592.33,590.16,583.25,578.62,572.01,564.22,560.93,552.36,544.12,542.42,537.18,536.89,527.85,525.19,518.21,486.08,478.28,477.69,470.24,468.36,459.56,457.09,485.04,541.24,440.44,470.76,470.4699997,513.13,438.3,571.57,460.83,476.55,527.28
2015,2015-05-18T00:00:00Z,0,Mississippi_River,12,560.9,559.5,20,2015-05-17T23:59:53Z,2015-05-17T23:59:46Z,433.72,521.08,573.27,439.85,593.76,545.41,480.06,438.01,461.03,444.05,538.74,505.35,504.89,486.3,483.18,460.02,458.89,446.59,441.56,441.56,431.7,431.7,531.09,440.61,446.27,603.22,593.99,591.92,586.36,582.98,574.67,571.92,562.21,560.86,548.83,544.87,538.84,535.63,533.14,527.87,522.16,518.35,482.69,478.27,474.76,469.77,464.84,459.86,453.83,485.31,537.93,442.64,469.91,469.5799999,513.72,438.91,570.68,462.4,474.59,527.08
1999,1999-05-12T00:00:00Z,0,Mississippi_River,12,569.6,568,19,1999-05-11T23:59:53Z,1999-05-11T23:59:46Z,437.47,523.31,574.78,442.58,595.97,545.87,483.18,440.51,462.74,445.79,538.55,505.03,504.57,487.31,483.4,460.29,458.86,447.36,444.3,444.3,435.8,435.8,533.3,443.68,447.25,602.98,596.17,592.09,589.02,582.79,577.02,572.01,563.53,561.18,551.4,544.14,541.68,536.6,536.39,528.07,524.91,518.25,486.8,479.09,478.47,469.99,469.26,459.47,458.24,486.1,540.76,445.1,470.68,471.2999997,513.4,439.07,574.35,460.88,475.13,528.12
2012,2012-04-11T00:00:00Z,0,Mississippi_River,13,539.7,538.3,15,2012-04-10T23:59:53Z,2012-04-10T23:59:46Z,429.77,520.23,572.95,431.38,593.15,545.55,479.69,430.73,460.43,440.69,538.83,504.97,504.99,484.08,483.48,459.05,458.92,441.69,440.35,431.99,429.27,421.44,530.1,431.54,441.31,602.78,593.3,591.74,585.64,582.93,574.03,571.94,561.9,561.03,548.2,545.24,538.48,535.94,531.92,527.91,521.25,518.15,481.66,478.95,473.18,470.21,462.76,459.72,452.04,483.98,537.7,440.62,470.24,468.1599998,512.53,435.76,570.54,455.8,472.57,525.2
2010,2010-05-11T00:00:00Z,0,Mississippi_River,13,540.6,539.3,19,2010-05-10T23:59:53Z,2010-05-10T23:59:46Z,431.94,522.13,573.34,436.08,594,546.22,481.73,435.19,462.24,442.1,538.79,505.2,504.95,485.24,483.36,459.56,458.85,444.23,440.49,436.65,429.53,429.53,531.96,436.15,443.91,602.73,594.22,591.93,586.91,583.07,574.73,572.01,562.18,560.95,549.33,545.29,539.49,536.07,534.24,527.91,523.41,518.31,485.49,477.51,476.99,469.89,467.79,459.39,456.94,484.41,538.52,440.9,470.34,470.1199998,513.29,445.68,572.55,460.11,479.51,526.73
2004,2004-03-22T00:00:00Z,0,Mississippi_River,13,533.2,533.2,12,2004-03-21T23:59:53Z,2004-03-21T23:59:46Z,429.9,521.22,573.33,435.3,593.82,546,480.73,433.71,460.91,440.82,538.74,504.77,504.94,484.7,483.46,459.56,458.98,442.33,439.66,436.42,427.56,427.56,531.16,435.75,442.16,603.02,594.09,591.82,586.51,582.76,574.81,571.81,562.37,560.93,549.52,545.52,539.09,535.86,533.16,527.67,522.33,518.25,483.5,478.4,474.98,470.06,465.08,459.15,454.27,484.32,538.21,440.14,470.31,469.0999998,512.89,437.55,571.24,458.09,473.22,525.47
2012,2012-03-16T00:00:00Z,0,Mississippi_River,13,531.6,530,11,2012-03-15T23:59:53Z,2012-03-15T23:59:46Z,430.26,521.72,573.99,434.95,594.67,545.92,480.28,433.53,460.9,441.96,539.16,505.04,504.6,485.15,483.35,459.78,458.98,444.39,440.61,436.18,429.26,425.21,531.67,435.44,443.52,602.98,594.98,591.81,587.82,583.01,575.76,572.03,562.79,561,550.34,545.11,540.27,535.93,534.35,527.93,522.98,518.16,483.51,477.94,475.02,469.89,464.76,459.6,453.93,484.72,539.16,441.02,470.07,470.1399998,513.23,436.86,572.82,456.16,473.25,525.55
2009,2009-03-25T00:00:00Z,0,Mississippi_River,13,533.7,533.1,12,2009-03-24T23:59:53Z,2009-03-24T23:59:46Z,442.56,523.87,574.79,447.05,595.72,546.01,483.23,445.32,463.65,450.87,538.63,504.93,504.91,486.54,483.13,461.17,458.96,452.44,449.48,449.48,441,441,533.72,447.86,452.01,603.47,595.97,592.17,588.91,583.43,576.91,572.22,563.3,560.95,552.05,544.15,542.12,537.07,536.78,527.84,525.37,518.17,487.05,479.09,478.58,470.76,469.9,459.36,458.81,486.14,540.89,450.28,471.34,471.2699999,514.2,445.57,576.76,459.9,480.1,526.73
2003,2003-06-11T00:00:00Z,0,Mississippi_River,13,534,532.9,24,2003-06-10T23:59:53Z,2003-06-10T23:59:46Z,430.11,521.32,574.11,432.35,595.21,545.76,480.62,431.63,461.11,441.64,539.03,505.05,504.95,484.33,483.46,459.1,458.84,441.52,440.64,433.19,429.42,423.63,531.65,432.57,441.35,603.07,595.44,592.39,588.13,583.02,575.96,572.08,562.82,561.02,549.84,545.1,539.32,535.69,533.61,527.81,522.57,518.22,483.71,477.69,475.61,469.89,465.87,459.35,455.05,483.79,538.34,440.8,470.27,468.23,512.61,437.61,568.99,458.01,472.76,525.31
2005,2005-08-03T00:00:00Z,0,Mississippi_River,13,539.5,538,31,2005-08-02T23:59:53Z,2005-08-02T23:59:46Z,429.21,519.16,572.29,429.95,592.53,545.21,479.15,429.62,459.82,440.87,538.71,504.71,504.75,484.11,483.43,459.24,458.89,441.23,440.48,430.27,429.29,420.2,529.01,429.98,441.05,602.75,592.4,591.66,584.09,582.99,572.97,571.84,561.6,561.03,546.03,545.12,536.78,535.77,529.94,527.88,519.84,517.98,480.01,478.94,471.48,469.76,461.17,459.33,450.96,483.8,536.46,440.51,469.64,466.92,511.75,435.05,567.36,455.7,470.73,524.37
2000,2000-04-18T00:00:00Z,0,Mississippi_River,13,553,552,16,2000-04-17T23:59:53Z,2000-04-17T23:59:46Z,429.83,519.73,573.13,432.83,593.64,545.6,480.09,431.61,459.62,441.18,539.13,504.8,504.75,485.24,483.6,459.39,458.95,442.27,440.34,433.91,429.4,422,529.83,433.09,441.8,603.17,593.75,592.18,585.74,583.06,574.39,572.08,562.05,561.07,548.26,545.36,538.02,535.99,531.28,527.89,520.65,518.28,480.63,479.76,471.76,469.73,461.38,459.18,451.13,484.71,537.89,440.66,469.63,469.0399999,512.62,436.58,569,456.09,472.46,524.34
2006,2006-11-15T00:00:00Z,0,Mississippi_River,13,539.3,538.6,46,2006-11-14T23:59:53Z,2006-11-14T23:59:46Z,430.11,519.2,572.34,434.52,592.79,545.54,479.82,432.98,459.85,442.01,539.02,505.11,505.03,485.22,483.44,459.63,458.95,444.09,440.91,435.97,429.44,423.45,528.6,435.13,443.64,603.29,592.67,592.1,584.18,582.95,572.97,572.02,561.32,561.05,546.79,545.52,537.17,535.9,530.02,527.99,519.86,518.4,480.18,479.75,471.49,470.24,461.04,459.62,450.61,484.39,536.72,441.33,470.16,469.2200002,513.15,435.14,570.05,456.64,471.42,526.1
2003,2003-09-22T00:00:00Z,0,Mississippi_River,13,551,549.8,38,2003-09-21T23:59:53Z,2003-09-21T23:59:46Z,429.49,518.99,572.41,430.43,592.93,545.49,480.44,429.97,459.99,440.68,538.98,504.85,504.86,483.31,483.28,459.23,458.95,441.06,440.37,430.98,429.15,420.58,529.29,430.62,441.04,603.46,592.91,592.26,584.17,583.12,573,572.04,561.35,561.01,546.73,545.43,536.56,535.71,529.25,528.07,519.42,518.38,480.49,480.55,470.76,470.25,460.69,459.61,450.38,483.69,536.11,440.56,470.19,466.8499998,511.93,436.2,567.42,456.28,470.83,524.07
2014,2014-07-30T00:00:00Z,0,Mississippi_River,14,493.8,493.1,31,2014-07-29T23:59:53Z,2014-07-29T23:59:46Z,430.11,522.33,573.93,432.87,594.67,545.72,481.78,431.81,462.02,440.44,538.82,505.04,504.92,484.05,483.16,459.2,458.92,441.57,440.04,432.9,429.26,425.3,532.33,432.89,441.31,602.85,594.89,591.93,587.81,582.91,575.77,571.91,562.53,560.76,549.84,544.92,540,536.19,534.69,527.73,523.8,518.08,485.06,477.63,477.17,469.91,467.39,459.6,456.11,483.63,539.04,440.27,470.4,468.0799999,512.29,436.26,570.65,457.2,472.18,525.07
2008,2008-05-29T00:00:00Z,0,Mississippi_River,14,517,512.9,22,2008-05-28T23:59:53Z,2008-05-28T23:59:46Z,432.36,525.56,576.28,437.43,596.47,547.1,485.18,436.08,464.21,440.83,539.22,504.57,504.67,483.9,483.42,460.14,459.04,443.18,438.8,438.8,430.58,430.58,535.35,438.05,442.67,602.74,596.53,592.17,590.15,583.23,578.9,571.79,564.45,561.01,553.33,544.95,544.46,539.46,539.24,528.3,527.51,518.4,488.93,480.76,480.25,471.76,471.02,460.19,459.68,484.55,543.36,439.42,472.61,469.7400002,513,437.27,573.51,460.17,474.7,526.12
2014,2014-07-29T00:00:00Z,0,Mississippi_River,14,504.5,503,30,2014-07-28T23:59:53Z,2014-07-28T23:59:46Z,429.99,522.62,574.23,433.87,594.95,545.76,482.24,432.9,462.29,440.3,538.93,505.04,504.9,484.19,483.24,459.13,458.91,441.23,439.96,433.99,428.11,428.11,532.72,434.33,440.99,602.81,595.18,592.03,588.21,582.77,576.21,571.85,562.9,560.86,550.34,544.83,540.4,536.15,535.2,527.98,524.16,518.03,485.5,478.1,477.62,469.62,468.06,459.33,457.08,483.77,539.31,440.15,470.26,468.0599999,512.33,436.74,570.99,457.33,472.31,525.16
2012,2012-11-06T00:00:00Z,0,Mississippi_River,14,505.9,503.2,45,2012-11-05T23:59:53Z,2012-11-05T23:59:46Z,429.55,518.99,572.5,430.45,592.54,545.2,480.08,429.76,459.78,440.51,538.7,504.71,504.6,483.34,483.45,458.96,458.87,440.84,440.32,430.25,429.28,420.19,528.63,430.19,440.63,603.25,592.6,591.84,584.43,583.26,573.06,572.14,561.35,560.98,546.32,545.12,536.74,535.67,529.46,527.92,519.64,518.33,480.28,479.87,471.03,470.14,460.59,459.56,450.12,483.77,536.4,440.53,470.14,467.48,512.12,434.8,568.39,455.49,470.9,524.52
2002,2002-04-30T00:00:00Z,0,Mississippi_River,14,517.6,516.5,18,2002-04-29T23:59:53Z,2002-04-29T23:59:46Z,438,527.5,579.71,441.57,600.74,550.61,488,440.37,467.64,445.31,538.9,504.88,504.68,489.82,483.23,462.41,459,450.06,443.04,443.04,436.34,436.34,537.67,442.22,449.11,603.02,601.33,594.7,594.3,584.09,583.55,570.59,567.27,560.06,557.44,548.54,548.09,542.31,541.93,530.31,529.73,518.23,491.87,483.98,483.2,475.75,475.12,464.24,463.76,488.1,546.7,443.62,476.47,469.94,515.18,449.06,572.05,470.55,479.64,530
2015,2015-05-19T00:00:00Z,0,Mississippi_River,12,562.5,560.9,20,2015-05-18T23:59:53Z,2015-05-18T23:59:46Z,433.61,520.98,573.45,439.86,594.4,545.63,480.28,437.97,460.43,443.62,538.76,505.45,504.96,486.52,483.27,460,458.98,445.73,441.5,441.5,431.57,431.57,530.83,440.58,445.44,603.45,594.66,592.16,586.96,582.88,575.1,571.78,562.35,560.7,549.36,545.14,538.73,535.57,532.84,527.58,522.03,518.31,483.04,478.41,474.72,469.38,464.41,459.15,453.62,485.38,537.9,442.55,469.52,469.3099999,513.58,438.39,570.41,461.77,474.29,526.85
2014,2014-06-02T00:00:00Z,0,Mississippi_River,13,531.5,530.5,22,2014-06-01T23:59:53Z,2014-06-01T23:59:46Z,431.19,526.72,578.58,437.69,600.2,549.21,485.54,435.6,464.81,441.66,539,505.01,504.77,485.06,483.11,459.58,458.87,443.97,438.57,438.57,429.01,429.01,536.73,438.19,443.48,602.83,600.77,594.23,593.84,583.45,582.05,571.43,566.22,560.6,555.85,547.13,546.62,540.95,540.64,529.17,528.7,517.88,489.32,481.35,480.88,472.29,471.52,460.83,460.24,484.32,545.25,439.6,473.07,469.3000001,513.1,436.35,571.54,458.34,472.37,525.83
2007,2007-08-07T00:00:00Z,0,Mississippi_River,13,531.3,527.7,32,2007-08-06T23:59:53Z,2007-08-06T23:59:46Z,429.69,518.85,572.43,431.15,592.59,545.37,480.05,430.28,459.65,441.14,539.01,506.28,504.8,486.86,483.42,459.8,458.96,442.42,440.25,431.79,429.31,420.1,528.84,431.25,440.53,602.96,593.09,592.23,584.15,582.88,573.09,572,561.53,561.15,546.54,545.24,537.06,535.82,529.71,528.05,519.32,518.01,480.32,479.85,470.98,470.06,460.47,459.34,450.12,485.15,536.51,440.5,470.1,468.9500002,511.86,435.17,569.76,455.92,471.2,524.7
2010,2010-05-08T00:00:00Z,0,Mississippi_River,13,530.9,529.9,19,2010-05-07T23:59:53Z,2010-05-07T23:59:46Z,431.42,522.65,573.78,435.92,593.98,546.2,483.46,434.99,463.58,441.35,538.72,505.04,504.9,485.66,483.47,459.98,459.05,444.04,439.65,436.79,429.67,429.67,532.4,436.49,443.61,603.4,594.1,591.76,586.87,582.84,575.47,571.96,562.75,561.12,550.14,545.27,539.82,535.9,534.73,528.14,523.99,518.26,486.7,479.46,478.86,470.86,469.95,459.8,458.57,484.87,538.72,439.85,471.68,470.0999998,513.09,439.41,572.34,459.24,477.64,525.75
2007,2007-10-24T00:00:00Z,0,Illinois_Waterway,PE,201.2,200.5,43,2007-10-23T23:59:53Z,2007-10-23T23:59:46Z,429.82,524.25,575.52,433.33,596.49,545.87,483.94,431.89,463.25,440.75,538.85,505.22,505.03,483.96,483.59,459.33,458.92,441.61,440.4,434.71,429.29,422.97,534.3,433.99,441.57,603.11,596.89,591.92,589.95,582.69,577.95,571.84,564.08,561.05,552.08,543.86,542.55,537.89,537.73,527.81,525.97,518.4,487.78,479.68,479.1,470.57,469.73,459.19,458.7,484.13,541.27,440.66,471.4,469.15,512.44,434.77,571.27,455.55,470.94,525.44
2001,2001-09-25T00:00:00Z,0,Illinois_Waterway,PE,166.7,162.9,39,2001-09-24T23:59:53Z,2001-09-24T23:59:46Z,429.87,520.01,573,434.68,593.26,545.69,480.04,432.8,459.67,442.05,538.57,505.08,504.66,485.71,483.48,459.5,459.02,443.69,440.81,436.1,429.23,423.73,530.01,435.15,443.18,602.73,593.29,591.8,585.42,583.06,574.18,572.08,562.1,561.15,548.48,545.3,538.41,535.92,531.65,527.88,520.88,518.19,481.51,479.29,472.72,469.84,462.52,459.43,452.19,484.74,536.57,441.29,469.86,469.4900002,511.91,436.28,571.95,455.82,471.41,524.63
2004,2004-09-15T00:00:00Z,0,Illinois_Waterway,PE,219.9,218.5,37,2004-09-14T23:59:53Z,2004-09-14T23:59:46Z,429.87,519.4,572.59,431.72,593.24,545.42,479.84,431.04,460.13,440.79,538.89,504.86,504.94,484.04,483.52,458.69,458.86,441.26,440,432.49,429.32,421.88,529.33,431.85,441.26,602.73,593.26,592.03,584.96,582.92,573.41,571.96,561.52,561.08,547.14,545.3,537.57,536.04,530.35,527.94,520.2,518.1,480.64,479.63,471.85,469.85,461.64,459.55,451.26,483.98,537.07,440.16,469.68,467.3600001,512.51,435.64,568.44,456.36,470.86,524.25
2003,2003-09-15T00:00:00Z,0,Illinois_Waterway,PE,213,211.5,37,2003-09-14T23:59:53Z,2003-09-14T23:59:46Z,429.52,519.35,573.11,430.27,593.24,545.57,481.7,429.97,460.15,440.93,538.86,504.88,504.7,483.85,483.36,459.16,458.9,441.03,440.56,430.61,429.28,420.63,530.21,430.39,441.2,602.94,593.22,592.06,585.02,582.74,574.03,572.09,561.93,561.03,548.31,545.3,538.12,535.95,531.43,528.28,520.42,518.1,481.8,481.42,472.49,470.25,462.47,459.8,451.7,483.82,537.32,440.81,470.32,467.0399999,511.99,436.66,567.23,456.65,470.99,524.19
2002,2002-05-07T00:00:00Z,0,Illinois_Waterway,PE,181,179.3,19,2002-05-06T23:59:53Z,2002-05-06T23:59:46Z,438.6,525.07,577.54,442.26,598.99,547.61,484.59,441.02,464.95,445.42,538.91,505.09,504.92,487.12,483.4,460.54,459.03,447.23,443.85,443.85,437.11,437.11,535.3,442.95,446.67,602.97,599.54,592.91,592.5,582.78,580.68,572.11,565.58,561.12,554.41,545.08,544.58,539.1,538.76,527.81,526.96,518.15,488.36,480.54,480.03,472.51,471.88,461.6,461.05,485.66,543.35,444.35,473.12,469.4500002,513.97,442.17,571.76,466.31,475.96,527.36
2002,2002-04-10T00:00:00Z,0,Illinois_Waterway,PE,162,158,15,2002-04-09T23:59:53Z,2002-04-09T23:59:46Z,433.15,522.82,574.39,439.83,595.25,545.87,482.45,437.87,461.43,445.41,539.02,505.6,504.76,493.21,483.3,464.34,458.72,452.58,441.77,441.77,431.03,431.03,532.93,440.58,450.99,602.89,595.38,591.79,588.42,583.13,576.54,571.84,563.29,561.08,551.23,544.45,541.16,535.83,535.6,527.89,524.23,518.35,486.05,479.35,477.1,470.25,467.27,459.7,455.81,491.25,539.82,442.63,470.61,471.8200001,515.25,446.93,573.87,461.56,481.5,531.84
2011,2011-09-22T00:00:00Z,0,Mississippi_River,13,544.2,543.2,38,2011-09-21T23:59:53Z,2011-09-21T23:59:46Z,429.49,518.75,572.67,430.29,593.15,545.43,479.81,429.82,459.8,440.49,538.65,504.76,504.74,483.65,483.51,458.74,458.8,440.83,440.3,430.7,429.1,420.66,529.24,430.34,440.96,603.21,593.24,592.14,585.22,583.22,573.58,571.95,561.73,561.15,547.14,545.3,537.52,535.97,530.09,527.68,520.11,518.35,480.29,479.56,471.38,469.98,461,459.45,450.49,483.72,536.89,440.49,469.97,467.5199999,511.92,435.28,568.9,455.64,471.16,524.22
2003,2003-10-27T00:00:00Z,0,Mississippi_River,13,543.3,541.5,43,2003-10-26T23:59:53Z,2003-10-26T23:59:46Z,429.75,518.77,572.41,430.35,592.66,544.99,480.24,430.06,460.08,440.84,538.93,504.65,504.66,484.25,483.43,459.36,458.92,441.52,440.57,430.61,429.5,420.17,528.75,430.47,441.4,603.14,592.78,591.88,584.52,583.06,573.33,572.12,561.58,561.24,546.39,544.88,536.62,535.63,529.33,527.96,519.26,518.01,480.42,480,470.74,469.93,460.88,459.63,450.32,484.66,536.1,440.93,469.87,467.0999998,512.25,436.39,567.63,456.26,471.02,524.32
2005,2005-08-02T00:00:00Z,0,Mississippi_River,13,528,527,31,2005-08-01T23:59:53Z,2005-08-01T23:59:46Z,429.09,519.1,572.73,429.95,593.01,545.36,479.52,429.49,460.3,440.69,538.94,504.83,505.02,483.71,483.62,458.98,458.83,440.69,440.52,430.32,429.17,420.33,529.13,429.96,440.76,602.64,592.95,591.81,584.91,583.03,573.59,572.09,561.61,561.05,547.1,545.25,537.14,535.73,530.34,527.84,519.92,517.83,480.52,479.19,472.23,470.07,462.05,459.7,451.51,483.75,536.7,440.57,470.03,466.9900002,511.85,435.13,567.49,455.71,470.78,524.47
2015,2015-05-13T00:00:00Z,0,Mississippi_River,13,532,531,19,2015-05-12T23:59:53Z,2015-05-12T23:59:46Z,432.56,521.11,573.5,439.75,594.38,546.02,480.78,437.56,460.51,444.64,538.98,505.55,504.78,489.5,483.15,461.59,459.01,449.03,441.66,441.66,430.36,430.36,531.11,440.45,448.27,603.09,594.6,592.09,587.1,583.14,575.04,571.96,562.41,560.95,549.5,545.58,539.34,536.41,533.27,527.63,522.22,518.12,483.56,478.82,475.16,470.08,464.69,459.14,453.62,487.74,538.49,442.82,470.21,470.3099999,514.37,439.5,571.32,464.12,475.62,529.51
2010,2010-06-30T00:00:00Z,0,Mississippi_River,12,560.8,559,26,2010-06-29T23:59:53Z,2010-06-29T23:59:46Z,445.47,527.18,576.95,448.61,597.73,548.35,489.62,447.53,469.64,451.5,538.78,505.08,504.72,489.04,483.26,461.74,458.95,453.4,450.26,450.26,443.84,443.84,536.92,449.14,452.72,602.99,598.22,592.16,591.76,583.21,579.74,572.05,565.11,561.12,554.46,546.11,545.62,541.1,540.82,529.61,529.11,518.26,493.32,485.66,484.76,477.38,476.64,465.99,465.52,487.44,544.45,451,478.14,471.4600005,514.15,449.38,575.84,467.88,479.22,527.18
2004,2004-05-04T00:00:00Z,0,Mississippi_River,12,571.2,569.6,18,2004-05-03T23:59:53Z,2004-05-03T23:59:46Z,431.03,521.65,574.17,434.48,595.09,545.87,480.46,433.04,461.33,441.28,539.15,504.84,504.72,484.8,483.47,459.58,458.97,442.41,440.31,435.52,430.01,425.57,532,434.94,442.25,602.79,595.4,591.81,588.41,582.85,576.23,571.68,563.01,560.94,550.46,544.99,540.23,536.05,534.32,528.16,523,518.12,483.69,476.84,475.63,469.87,465.74,459.42,454.82,484.37,539.11,440.45,470.13,468.8099999,512.52,437.59,570.36,459.32,473.42,526.99
2006,2006-05-10T00:00:00Z,0,Illinois_Waterway,SR,236,234.8,19,2006-05-09T23:59:53Z,2006-05-09T23:59:46Z,429.84,523.35,575.48,435.15,596.95,545.85,482.63,433.68,462.62,441.84,538.97,504.49,504.56,484.76,483.39,459.6,459.01,443.13,440.8,436.48,427.1,427.1,533.56,435.69,443.03,603.07,597.04,592.09,590.19,583.28,578.03,571.99,563.96,561.16,551.73,544.04,541.73,536.88,536.64,527.79,525.01,518.31,486.31,478.51,477.92,469.88,468.58,459.3,457.48,484.09,540.61,441.29,470.43,468.5100002,512.83,436.77,570.94,459.33,473.9,526.28
